Swedish,English
vågad,daring
gängkrig,gang war
indianernas,of the Indians
underjordiskt,underground
minnesvärt,memorable
undgått,escaped
fragar,questions
barrington,barrington
precisera,specify
köret,the choir
övervakningsbilderna,the surveillance images
potatisar,potatoes
shakespeares,Shakespeare's
spikarna,the nails
korpralen,the corporal
kurage,Courage
naturhistoriska,natural history
lazar,lazarus
påbud,decree
inmutning,claim
semper,always
misslyckandet,the failure
hoppande,hopping
väv,fabric
arvlös,disinherited
olivias,olivia's
schroeder,Schroeder
oåtkomlig,inaccessible
fifflat,fooled around
anförtrott,entrusted
trudi,trudi
upprepning,repetition
flutit,floated
mediet,the medium
bjässen,the shit
spökhistoria,ghost story
åtar,undertakes
hjärntvätt,brainwashing
mccord,mccord
brandsläckare,fire extinguisher
timingen,the timing
svärmar,swarms
verktygslådan,the toolbox
branta,steep
framträdanden,appearances
språngande,leaping
bekännelsen,the confession
generar,embarrassing
praktiserar,practices
dubbelspel,double play
prairie,prairie
wings,wings
fiinns,found
kropps,body
wyatts,wyatt's
sängkläder,bedding
ignoreras,is ignored
massös,masseuse
caddie,caddy
överspänd,overextended
traumat,the trauma
konkurrerar,competes
anteckningsblock,notepad
omförhandla,renegotiate
sousa,sauce
belmont,belmont
storverk,masterpiece
festligheterna,the festivities
konstruera,construct
asgard,asgard
ankommer,arrives
gudfruktig,godly
studielån,student loans
analyseras,are analyzed
frigörelse,liberation
svingade,swung
paine,pain
sr,Mr
strået,the straw
applåderade,applauded
överkänslig,hypersensitive
wuornos,wuornos
stekpanna,frying pan
fisketur,fishing trip
brottsplatserna,the crime scenes
debi,debut
trafikstockning,traffic jam
spanjorer,Spaniards
flätor,braids
jinx,jinx
bermudatriangeln,the bermuda triangle
tidvatten,tide
thrones,thrones
garrity,Garry
tioåring,ten year old
spräcker,cracks
bristfällig,inadequate
schimpanser,chimpanzees
tiara,tiara
mineral,mineral
bardisken,the bar counter
shania,Shania
chefredaktör,editor in chief
mandi,mandi
moppen,the mop
hesselboe,hesselboe
yttrandefriheten,freedom of expression
jointen,the joint
tvivelaktigt,questionable
corpus,corpus
joggade,jogged
stämda,sued
late,lazy
kras,crash
korean,Korea
sparas,is saved
foga,add
raimy,raimy
kellogg,clock log
tandfén,the tooth fairy
utspelas,played out
vunnet,won
bönar,beans
lesbiskt,lesbian
skrämdes,was frightened
älvstoft,fairy dust
sexistiskt,sexist
kvalité,quality
nomi,name
trim,trim
fikar,coffees
lando,land
förmögenheten,the fortune
logans,logans
ikaros,Icarus
dianas,dianas
budord,Commandment
sömmerska,seamstress
skrytmåns,bragging rights
motvind,head-wind
styva,stiff
smärtfri,painless
hämndens,of revenge
uppdaterat,updated
länkade,linked
bandagen,the bandages
lunchdags,lunch time
gulliver,Gulliver
chillar,chilling
passioner,passions
lnternet,lnternet
nös,nose
läror,teachings
dubbeldejt,double date
peak,peak
andraplats,second place
dinglar,dangles
säkerhetsrådet,security council
kollad,checked
jättestolt,very proud
växellåda,gearbox
nöjesfältet,the amusement park
fule,ugly
vaden,calf
elis,elise
försynen,providence
dethär,this
usain,Usain
litterär,literary
separatisterna,the separatists
skilj,separate
folkmassor,crowds of people
catco,catco
labor,lab
nödrop,distress call
konstantinopel,Constantinople
jättespännande,very exciting
konstruktivt,constructively
glidit,slipped
trons,of faith
polisbrutalitet,police brutality
bända,pry
privatlärare,private tutor
vattennivån,the water level
hotades,was threatened
krantz,wreath
örfilar,ear files
krymplingen,the cripple
ändarna,the ends
odysseus,Odysseus
initiative,initiatives
övergå,pass over
alter,alter
duluth,Duluth
hjulspår,wheel tracks
singleton,singleton
tilldelade,assigned
bums,bums
marek,marek
smee,smee
lexa,homework
anarkist,anarchist
smartskalle,smart skull
dialekten,the dialect
elakhet,naughtiness
översvämmade,flooded
halvklotet,hemisphere
revolutionens,of the revolution
trix,trick
ziegler,Ziegler
sjukvårdaren,the healthcare provider
lättretlig,easy going
dissa,these
addams,addams
befordrar,promotes
konsulter,consultants
pit,pit
morpheus,morpheus
horhuset,the whorehouse
småungar,little kids
skatan,the magpie
gras,grass
morrar,growls
nedslående,disheartening
vidar,further
benägenhet,tendency
zathras,zathras
georgien,Georgia
intervention,intervention
friis,free ice
lantisar,lantisar
ångesten,the anxiety
produkterna,the products
mcgrath,mcgrath
cane,cane
stoff,stuff
föråldrad,outdated
kimber,Kimber
tårarnas,of tears
prius,Prius
lans,lance
biografer,cinemas
laramie,laramie
fegisen,the coward
fördubblar,doubles
oövervinnlig,invincible
emir,emir
slynorna,the sluts
michaela,michaela
dalta,pamper
mma,hmm
roligast,most fun
fräckheten,the audacity
idris,idris
rysligt,awfully
miljöombyte,environmental change
originalen,the original
ab.,ab.
lattimer,late hours
strippar,strips
talangfulla,talented
uppehöll,stayed
förteckning,list
gosa,cuddle
weiner,wine
biblar,Bibles
minimalt,minimally
albright,albright
brosch,brooch
livlösa,lifeless
uråldrigt,ancient
lau,lau
labben,the lab
svartkonst,black art
kattungen,the kitten
kallprat,cold talk
dennes,his
makalösa,incomparable
skolbal,prom
psykiatri,psychiatry
atropin,atropine
ponnyn,the pony
sprillans,sprinkling
pennorna,the pens
andrei,andrei
jackass,jackass
reinkarnation,reincarnation
verb,verb
stratton,Stratton
självgoda,complacent
chekov,Chekov
lättsam,light-hearted
fnasket,the fumble
fyra-fem,four-five
reich,Reich
limbo,limbo
torchwood,torchwood
turnbull,turnbull
subway,subway
parametrar,parameters
odling,culture
backat,backed up
förstklassigt,first class
ovisshet,uncertainty
ork,ork
oskyddat,unprotected
guten,the guy
danforth,danforth
isvatten,ice water
sato,sato
förvarnat,forewarned
mör,tender
immigranter,immigrants
sallys,sally
utböling,outcast
antoinette,antoinette
snorvalp,sled puppy
hjärtliga,cordial
tjuvkika,sneak peek
infekterar,infects
cardinal,cardinal
duscharna,the showers
sears,sears
utforskat,explored
omoralisk,immoral
betänketid,cooling off period
rymdstation,space station
fung,function
danger,danger
halvtimmen,the half hour
tärna,bridesmaid
g.i.,g.i.
riksdagen,the Riksdag
nhl,nhl
twittra,tweet
uträttar,accomplishes
dunkade,pounded
stöttepelare,mainstay
bildörren,the car door
perseus,Perseus
lorder,Lord
huliganer,hooligans
stafford,staff word
dun,down
gagarin,the gagarin
figueroa,Figueroa
thornhill,thornhill
jonsson,Jonsson
kriminaltekniska,forensics
pressekreterare,press secretary
stampar,stomps
utrotar,exterminates
ohederlig,dishonest
belöningar,rewards
saviors,saviors
ravin,ravine
dylans,dylan's
kipling,kipling
stussy,stupid
ödeläggelse,devastation
bajset,the poop
äktenskapets,of marriage
vattkoppor,chicken-pox
stacks,stacks
osar,oozes
pånyttfödelse,rebirth
kickad,kicked
mesiga,sissy
marinkårssoldat,Marine Corps soldier
sopat,swept
järnvägar,railways
silikon,silicone
luftsluss,airlock
grillfesten,the barbecue party
vänds,is turned
monark,monarch
stämpling,stamping
stukade,sprained
suput,boozer
sightseeing,sightseeing
blomstrade,flourished
exponerad,exposed
överbelastning,overload
nedströms,downstream
fixare,fixer
villette,villette
älskvärda,lovable
bestraffad,punished
farbrorn,the uncle
orubbliga,steadfast
fotograferingen,the photography
ätbart,edible
sabbaten,the Sabbath
återbörda,re-burden
tork,dryer
ledamoten,the member
fegar,cowards
uppskakad,upset
bryggeriet,the brewery
bänkarna,the benches
blunder,blunder
bakvänt,backwards
landstigningen,the disembarkation
suzette,Suzette
skomakare,cobbler
nygift,newly married
gasca,gas
pseudonym,pseudonym
pincett,tweezers
medmänsklighet,fellow humanity
guggenheim,Guggenheim
croissant,croissant
babineaux,babineaux
victorias,Victoria's
städas,cleaned
förgasare,carburetor
shaq,shaq
bäddade,bedded
skäggiga,bearded
low,low
efterlyste,called for
anstår,befitting
bira,beer
angelas,Angels
smörar,butters
blixtlås,zipper
döttrarna,the daughters
vicepresidentens,of the Vice President
sum,sum
sprejade,sprayed
handtralla,hand trolley
korgar,baskets
förseglar,seals
juristlinjen,the legal profession
konstgjort,artificially
eliminerat,eliminated
backstrom,back current
beräkning,calculation
anpassning,adaptation
toy,toy
cylindern,the cylinder
again,again
player,player
helskinnade,fully skinned
noonan,noon
decimeter,decimeters
grodorna,the frogs
substansen,the substance
leoparden,the leopard
foxy,foxy
hokus,hocus pocus
tänkbar,Possible
imorrn,tomorrow
krakow,krakow
lederna,the joints
flingorna,the flakes
överlägga,deliberate
kaidu,kaidu
skitjobbig,shitty
representation,representation
technologies,technologies
välkommet,welcome
shadowhunter,shadow hunter
bering,bering
fysikens,of physics
sigmund,sigmund
hejade,cheered
flygunderstöd,flight support
vålla,cause
duns,thud
obevekliga,relentless
ristade,carved
gudlösa,godless
grundad,based
pokus,focus
nyper,nippers
blodspengar,blood money
värmt,heated
nyttja,use
provresultaten,the test results
vårdas,cared for
svårigheterna,the difficulties
satsen,the sentence
françoise,francoise
hellgren,hell branch
piedestal,pedestal
cathys,cathys
bambu,bamboo
mätare,meter
betänk,consider
reynard,Reynard
underbarnet,the prodigy
osmakligt,unsavory
överdelen,the upper part
sporer,spores
påvisa,demonstrate
spritbutiken,the liquor store
arbetslag,team
bärgningsbilen,the tow truck
klacken,the heel
utpressad,blackmailed
hakam,hakam
cheung,Cheung
rydell,Rydell
sipprar,seeps
vildsint,wild
pint,pint
antag,assume
ronan,roan
gnällspik,whiner
raja,raja
midtown,midtown
rafa,rafa
ulder,wool
messat,massed
mästarens,the master's
kalibrera,calibrate
capo,capo
pryor,toys
flockar,flocks
gerty,gerty
ontario,ontario
artisterna,the artists
katies,Katie's
framsida,front
åtgärdas,be remedied
holodäck,holodeck
våldsamheter,violence
revolvrar,revolvers
lykta,lantern
störningarna,the disturbances
dissekera,dissect
korrespondent,correspondent
oupptäckt,undetected
omättlig,insatiable
piskade,whipped
omjag,about me
kelton,Kelton
nyman,new man
förverkligas,be realized
kommunistpartiet,the communist party
komikern,the comedian
svärta,blackness
kassett,cassette
avataren,the avatar
utflykter,excursions
montez,montez
domstolar,courts
järnvägsstationen,the railway station
lauderdale,lauderdale
solonius,Solonius
baracken,the barracks
skifta,shift
bestulen,stolen
openshaw,openshaw
yabu,yabu
våd,wet
feel,feel
dreams,dreams
grävande,digging
manitowoc,manitowoc
frog,frog
ödslat,wasted
clemens,clemency
förtvivlade,despaired
jari,jari
bachman,Bachmann
conrads,conrads
network,network
bortblåst,blown away
delägarna,the co-owners
dany,Dany
acceptabel,acceptable
mundt,mouth
respektlöshet,disrespect
kolven,the piston
gladde,rejoiced
lösdrivare,vagrant
wolverine,wolverine
termometer,thermometer
kortison,cortisone
hoppets,of hope
vippen,the rocker
mörbultad,bruised
utvidgade,extended
breeze,breeze
hotande,threatening
skalpellen,the scalpel
kosh,kosh
busarna,the miscreants
dammigt,dusty
kvistar,twigs
noggrannhet,accuracy
benoit,benoit
rabbinen,the rabbi
brottsutredning,criminal investigation
kungs,king's
jackpott,jackpot
quick,quick
como,como
arterna,the species
öronproppar,earplugs
keanu,keanu
styvmamma,stepmother
könen,the gender
mesigt,mean
horizon,horizon
livbåtarna,the lifeboats
tryckas,is pressed
nationalitet,nationality
bältena,the belts
frånstötande,repellent
diagnostik,diagnostics
grete,Grete
panikångest,panic disorder
undersidan,the underside
oroas,worry
inskriptionen,the inscription
hyllas,is celebrated
helgerån,sacrilege
emmit,emmit
dartmouth,dartmouth
professorer,professors
väntrum,waiting room
adelaide,adelaide
nyberg,nyberg
rowley,rowley
alkoholism,alcoholism
pierson,Pierson
njutningen,the pleasure
tabbar,blunders
morehouse,morehouse
strandhus,beach house
medverkar,participates
grönare,greener
kommendörkaptenen,the commander captain
sharpe,sharpe
madonnan,the madonna
försvarsmekanism,defense mechanism
johanne,Johanna
helge,weekend
stasi,stasis
bestämdes,was determined
chopper,chopper
mink,mink
urkopplade,disconnected
helknäppt,completely screwed up
taft,taffeta
köpslår,shopping cart
direktkontakt,direct contact
familjeangelägenhet,family matter
näbben,the beak
irisen,the iris
ransom,ransom
ouppklarat,unsolved
tången,the seaweed
medellín,middle line
översvämmat,flooded
luvan,the hood
bibliskt,biblical
adjektiv,adjective
clear,clear
manu,script
icarus,icarus
mamacita,mamacita
akley,ackley
keegan,keegan
pà,pa
kurvorna,the curves
avtjänade,served
brottsbekämpning,law enforcement
barnamördare,child killer
luftvägarna,the airways
stavat,spelled
trollspö,magic wand
solstrålen,the sunbeam
cally,cally
sansad,sober
traditionerna,the traditions
avslog,declined
bauers,Bauers
germain,germain
sub,sub
företräde,precedence
vakat,guarded
syrsa,cricket
sjysst,cool
snape,snap
berövar,deprives
becka,brook
hobart,Hobart
allergiska,allergic
sponsrade,sponsored
darrin,Darren
utlovar,promises
charaden,the charade
anarkister,anarchists
portvakt,porter
balkan,the balkans
mcphee,mcphee
mössor,caps
diplomatiskt,diplomatically
vanlige,common
tekannan,the teapot
oxen,Taurus
strejka,strike
åttaåring,eight year old
round,round
jessup,jessup
krigs,of war
bortförandet,the abduction
tonfall,tone
lösgör,detach
belägen,located
jämmer,wailing
krutstänk,gunpowder splatter
sprucken,cracked
stökig,messy
kolumn,column
gollum,gollum
shah,Shah
phryne,phryne
nepp,nope
krissituation,crisis situation
lp,lp
förödmjukelsen,the humiliation
reston,rest
smittades,was infected
sjuksköterskorna,the nurses
motionera,exercise
skarpaste,sharpest
wentworth,wentworth
rons,rons
översvämningen,the flood
hyena,hyena
svacka,falter
lowen,the low
bri,bro
närsynt,nearsighted
tändning,ignition
fighting,fighting
fysiologi,physiology
bedövningen,the anesthesia
visor,songs
krupit,croup
specialeffekter,special effects
översättargrupp,translation group
tudor,Tudor
trakasserat,harassed
laroche,laroche
bosco,bosco
sörjt,mourned
ynnest,favor
hemgjord,homemade
beaufort,beaufort
silvio,Silvio
skenhelig,hypocritical
delano,delano
homerun,home run
gillande,approvingly
djurs,animal's
afghanska,Afghan
kulmen,culmination
tennyson,tennis son
lyxhotell,luxury hotel
rohypnol,rohypnol
dynamiska,dynamic
brittiske,British
vietnamesiska,Vietnamese
highschool,highschool
monitor,monitor
pärm,cover
broken,broken
sema,sema
dá,yes
metropolitan,metropolitan
aborten,the abortion
zoomar,zooms
stamper,stamps
grossman,big man
rosco,rosco
tvn,television
strama,tight
sekond,second
semifinalen,the semifinals
kartlagt,mapped
visan,the visa
wrestling,wrestling
minnesluckor,memory gaps
anatomy,anatomy
perth,Perth
påökt,increased
korsett,corset
bunk,bunk
avlossats,relieved
ungdoms,youth
baloo,baloo
röjt,cleared
angränsande,adjacent
anlägga,build
folie,foil
flowers,flowers
1960-talet,The 1960s
skrupler,scruples
terapeuter,therapists
percival,Percival
tillgodose,accommodate
primär,primary
vanity,vanity
sveket,the betrayal
jättejobbigt,really hard
utled,inferred
civilister,civilians
kallblodiga,cold blooded
miniräknare,calculator
ventilera,vent
pusselbiten,the puzzle piece
armani,armani
minan,mine
etablerad,established
kickade,kicked
avtalade,agreed upon
klösa,scratch
ommer,ommer
ducks,ducks
syriska,Syrian
vinyl,vinyl
chun,Chun
spectator,spectator
blottad,exposed
örtte,herbal tea
gael,Gael
mattelärare,math teacher
rekonstruktion,Reconstruction
nöjde,satisfied
baum,boom
brokenwood,brokenwood
madrasser,mattresses
zelda,zelda
fender,fender
ulysses,Ulysses
tystnade,fell silent
tywin,tween
försvagade,weakened
åge,yoke
drakes,dragon
underlay,underlay
undfly,escape
medicineringen,the medication
köln,Cologne
pounds,pounds
issa,issa
théo,theo
putnam,putnam
uppercut,uppercut
hoss,at
sl,sl
stjärnskepp,starship
överskridit,exceeded
verna,protect
klingan,the blade
rovdjuren,the predators
neurologisk,neurological
konsulat,consulate
muntert,merrily
fläsket,the pork
ponyo,pony
1900-talets,20th century
mystiken,the mystery
förklädet,the apron
flytväst,life jacket
brubaker,brewer
landminor,land mines
review,review
jäst,yeast
travolta,travolta
insläppt,admitted
sebastians,sebastian
beeman,Beeman
kanye,kanye
ridley,Ridley
turnerar,tours
disträ,distraught
transa,trance
kutner,kutner
wind,wind
lyxig,luxurious
ssr,ssr
bryn,brows
sjögräs,seaweed
utgiven,published
australiens,Australian
chevrolet,chevrolet
musikalen,the musical
handfängslet,handcuffed
bosatte,resident
clash,clash
atletisk,athletic
alie,Ali
salvan,the ointment
thorin,thorin
mecka,Mecca
checkhäfte,check book
stacken,the stack
ockupera,occupy
fajtas,fight
hoppfulla,hopeful
jillian,jillian
herrns,Mr
tonerna,the tones
kubaner,Cubans
1970-talet,The 1970s
trängs,crowded
misshandlades,was abused
sömnlösa,sleepless
vapenhot,weapon threat
